 P.CHAVE  MODIFICACOES E INDICES
 XXXXXXXX XXXXXXXXXXXXXXXXXXXXX
 USINA    1                                 CAMARGOS    
 VAZMIN       34
 VMAXT     1 2026  83.600 '%'
 VMAXT     2 2026  98.500 '%'
 VMAXT     3 2026 100.000 '%'
 VMAXT    12 2026  80.600 '%'
 VMAXT     1 2027  83.600 '%'
 VMAXT     2 2027  98.500 '%'
 VMAXT     3 2027 100.000 '%'
 VMAXT    12 2027  80.600 '%'
 VMAXT     1 2028  83.600 '%'
 VMAXT     2 2028  98.500 '%'
 VMAXT     3 2028 100.000 '%'
 VMAXT    12 2028  80.600 '%'
 VMAXT     1 2029  83.600 '%'
 VMAXT     2 2029  98.500 '%'
 VMAXT     3 2029 100.000 '%'
 VMAXT    12 2029  80.600 '%'
 VMAXT     1 2030  83.600 '%'
 VMAXT     2 2030  98.500 '%'
 VMAXT     3 2030 100.000 '%'
 VMAXT    12 2030  80.600 '%'
 USINA    2                                 ITUTINGA    
 VAZMIN       34
 USINA    4                                 FUNIL-GRANDE
 VAZMIN       70
 USINA    6                                 FURNAS      
 VAZMIN      131
 VMAXT     1 2026  90.000 '%'
 VMAXT     2 2026  94.100 '%'
 VMAXT     3 2026  96.400 '%'
 VMAXT     4 2026 100.000 '%'
 VMAXT    11 2026  94.400 '%'
 VMAXT    12 2026  94.100 '%'
 VMAXT     3 2027  96.400 '%'
 VMAXT     4 2027 100.000 '%'
 VMAXT    11 2027  94.400 '%'
 VMAXT    12 2027  94.100 '%'
 VMAXT     3 2028  96.400 '%'
 VMAXT     4 2028 100.000 '%'
 VMAXT    11 2028  94.400 '%'
 VMAXT    12 2028  94.100 '%'
 VMAXT     3 2029  96.400 '%'
 VMAXT     4 2029 100.000 '%'
 VMAXT    11 2029  94.400 '%'
 VMAXT    12 2029  94.100 '%'
 VMAXT     3 2030  96.400 '%'
 VMAXT     4 2030 100.000 '%'
 VMAXT    11 2030  94.400 '%'
 VMAXT    12 2030  94.100 '%'
 TURBMAXT  1 2026  500.00
 TURBMAXT  3 2026 99999.0
 USINA    7                                 M. DE MORAES
 VAZMIN      149
 VMINT     1 2026  13.230 '%'
 VMAXT     1 2026  80.000 '%'
 VMAXT     2 2026  84.800 '%'
 VMAXT     3 2026  93.100 '%'
 VMAXT     4 2026 100.000 '%'
 VMAXT    11 2026  82.900 '%'
 VMAXT    12 2026  80.000 '%'
 VMAXT     2 2027  84.800 '%'
 VMAXT     3 2027  93.100 '%'
 VMAXT     4 2027 100.000 '%'
 VMAXT    11 2027  82.900 '%'
 VMAXT    12 2027  80.000 '%'
 VMAXT     2 2028  84.800 '%'
 VMAXT     3 2028  93.100 '%'
 VMAXT     4 2028 100.000 '%'
 VMAXT    11 2028  82.900 '%'
 VMAXT    12 2028  80.000 '%'
 VMAXT     2 2029  84.800 '%'
 VMAXT     3 2029  93.100 '%'
 VMAXT     4 2029 100.000 '%'
 VMAXT    11 2029  82.900 '%'
 VMAXT    12 2029  80.000 '%'
 VMAXT     2 2030  84.800 '%'
 VMAXT     3 2030  93.100 '%'
 VMAXT     4 2030 100.000 '%'
 VMAXT    11 2030  82.900 '%'
 VMAXT    12 2030  80.000 '%'
 USINA    8                                 ESTREITO    
 VAZMIN      153
 USINA    9                                 JAGUARA     
 VAZMIN      168
 USINA    10                                IGARAPAVA   
 VAZMIN      172
 USINA    11                                VOLTA GRANDE
 VAZMIN      178
 USINA    12                                P. COLOMBIA 
 VAZMIN      189
 USINA    14                                CACONDE     
 VAZMINT   1 2026   32.00
 VMAXT     1 2026  96.000 '%'
 VMAXT     2 2026  98.000 '%'
 VMAXT     3 2026 100.000 '%'
 VMAXT    11 2026  94.000 '%'
 VMAXT    12 2026  92.000 '%'
 VMAXT     1 2027  96.000 '%'
 VMAXT     2 2027  98.000 '%'
 VMAXT     3 2027 100.000 '%'
 VMAXT    11 2027  94.000 '%'
 VMAXT    12 2027  92.000 '%'
 VMAXT     1 2028  96.000 '%'
 VMAXT     2 2028  98.000 '%'
 VMAXT     3 2028 100.000 '%'
 VMAXT    11 2028  94.000 '%'
 VMAXT    12 2028  92.000 '%'
 VMAXT     1 2029  96.000 '%'
 VMAXT     2 2029  98.000 '%'
 VMAXT     3 2029 100.000 '%'
 VMAXT    11 2029  94.000 '%'
 VMAXT    12 2029  92.000 '%'
 VMAXT     1 2030  96.000 '%'
 VMAXT     2 2030  98.000 '%'
 VMAXT     3 2030 100.000 '%'
 VMAXT    11 2030  94.000 '%'
 VMAXT    12 2030  92.000 '%'
 USINA    16                                A.S.OLIVEIRA
 VAZMIN       19
 USINA    17                                MARIMBONDO  
 VAZMIN      312
 VMINT     1 2026  15.000 '%'
 VMINT     3 2026   0.000 '%'
 VMAXT     1 2026  77.700 '%'
 VMAXT     2 2026  82.200 '%'
 VMAXT     3 2026  86.000 '%'
 VMAXT     4 2026  90.900 '%'
 VMAXT    11 2026  78.600 '%'
 VMAXT    12 2026  74.900 '%'
 VMAXT     1 2027  77.700 '%'
 VMAXT     2 2027  82.200 '%'
 VMAXT     3 2027  86.000 '%'
 VMAXT     4 2027  90.900 '%'
 VMAXT    11 2027  78.600 '%'
 VMAXT    12 2027  74.900 '%'
 VMAXT     1 2028  77.700 '%'
 VMAXT     2 2028  82.200 '%'
 VMAXT     3 2028  86.000 '%'
 VMAXT     4 2028  90.900 '%'
 VMAXT    11 2028  78.600 '%'
 VMAXT    12 2028  74.900 '%'
 VMAXT     1 2029  77.700 '%'
 VMAXT     2 2029  82.200 '%'
 VMAXT     3 2029  86.000 '%'
