 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    5     ANOPLAN = 2025
    1                 145.00    140.00    114.00    100.00     56.00     48.00     39.00     35.00     30.00     56.00    119.00    117.00
    2                 145.00    140.00    114.00    100.00     56.00     48.00     39.00     35.00     30.00     56.00    119.00    117.00
    6                1232.00   1209.00    657.00    650.00    344.00    282.00    238.00    168.00    139.00    405.00    878.00   1001.00
    7                1412.00   1364.00    722.00    718.00    389.00    325.00    266.00    191.00    151.00    436.00    994.00   1093.00
    8                1456.00   1401.00    736.00    734.00    400.00    336.00    273.00    196.00    153.00    440.00   1022.00   1110.00
    9                1476.00   1418.00    741.00    741.00    404.00    341.00    276.00    199.00    154.00    440.00   1035.00   1113.00
   10                1530.00   1463.00    757.00    762.00    417.00    354.00    283.00    206.00    157.00    442.00   1070.00   1131.00
   11                1640.00   1551.00    795.00    805.00    446.00    380.00    300.00    220.00    164.00    456.00   1144.00   1192.00
   12                1870.00   1783.00    922.00    926.00    531.00    448.00    348.00    258.00    188.00    495.00   1272.00   1327.00
   14                  69.00     81.00     39.00     35.00     23.00     20.00     18.00     16.00     12.00     22.00     56.00     78.00
   15                 114.00    133.00     63.00     57.00     38.00     33.00     29.00     26.00     19.00     36.00     92.00    125.00
   16                 116.00    136.00     64.00     58.00     38.00     33.00     30.00     26.00     20.00     36.00     93.00    126.00
   17                2692.00   2726.00   1357.00   1413.00    765.00    688.00    561.00    436.00    331.00    670.00   1944.00   1951.00
   18                3157.00   3121.00   1526.00   1606.00    881.00    806.00    664.00    521.00    417.00    692.00   2299.00   2227.00
   20                 453.00    262.00    136.00    141.00     61.00     50.00     42.00     31.00     24.00     44.00    136.00    209.00
   22                 345.00    222.00    118.00    115.00     44.00     35.00     26.00     17.00     15.00     31.00    109.00    152.00
   23                 308.00    206.00    135.00    123.00     90.00     64.00     47.00     38.00     27.00     69.00    231.00    245.00
   24                1285.00    744.00    386.00    399.00    173.00    141.00    120.00     89.00     68.00    126.00    387.00    593.00
   25                 498.00    334.00    250.00    262.00    149.00    111.00     83.00     76.00     43.00    107.00    275.00    350.00
   28                 545.00    361.00    262.00    277.00    158.00    119.00     89.00     81.00     48.00    108.00    305.00    358.00
   31                3313.00   2099.00   1245.00   1253.00    709.00    535.00    427.00    343.00    257.00    538.00   1695.00   1953.00
   32                3415.00   2198.00   1306.00   1314.00    749.00    566.00    451.00    365.00    269.00    560.00   1767.00   2018.00
   33                4664.00   3379.00   2190.00   2178.00   1306.00   1009.00    802.00    653.00    422.00    905.00   2708.00   3016.00
   34                8805.00   7493.00   4336.00   4565.00   2704.00   2261.00   1855.00   1508.00   1166.00   1895.00   5602.00   5871.00
   37                 492.00    691.00    203.00    305.00    153.00    135.00    185.00    142.00     86.00    208.00    483.00    543.00
   38                 568.00    784.00    255.00    329.00    170.00    158.00    206.00    162.00    103.00    228.00    558.00    605.00
   39                 716.00    950.00    354.00    383.00    203.00    201.00    248.00    201.00    136.00    267.00    705.00    732.00
   40                 849.00   1062.00    389.00    419.00    220.00    241.00    269.00    230.00    155.00    278.00    792.00    859.00
   42                 906.00   1110.00    404.00    435.00    226.00    259.00    277.00    241.00    163.00    280.00    828.00    901.00
   43                 981.00   1182.00    419.00    453.00    222.00    285.00    281.00    246.00    179.00    258.00    865.00    826.00
   44                9786.00   8675.00   4755.00   5018.00   2926.00   2546.00   2136.00   1754.00   1345.00   2153.00   6467.00   6697.00
   45               10175.00   9096.00   5062.00   5408.00   3202.00   2802.00   2369.00   1975.00   1574.00   2384.00   6840.00   7052.00
   46               10909.00   9995.00   5574.00   6232.00   3777.00   3324.00   2847.00   2448.00   2073.00   2618.00   7476.00   7605.00
   47                 246.00    365.00    119.00    123.00     66.00     65.00     76.00     58.00     42.00     90.00    186.00    296.00
   48                 252.00    375.00    123.00    126.00     68.00     68.00     79.00     60.00     43.00     91.00    192.00    305.00
   49                 374.00    556.00    179.00    180.00    108.00    112.00    126.00     96.00     76.00    144.00    293.00    511.00
   50                 439.00    654.00    233.00    231.00    149.00    152.00    177.00    136.00    107.00    181.00    365.00    592.00
   51                 444.00    662.00    238.00    235.00    152.00    155.00    181.00    139.00    110.00    183.00    371.00    598.00
   52                 454.00    679.00    247.00    243.00    159.00    162.00    189.00    145.00    115.00    189.00    382.00    610.00
   53                 252.00    375.00    123.00    126.00     68.00     68.00     79.00     60.00     43.00     91.00    192.00    305.00
   54                 180.00    190.00     82.00     83.00     52.00     53.00     87.00     45.00     54.00     74.00    120.00    418.00
   55                 210.00    220.00     96.00     97.00     60.00     61.00    101.00     56.00     60.00     82.00    135.00    465.00
   57                 344.00    361.00    165.00    160.00     97.00     89.00    156.00     91.00     94.00    123.00    212.00    739.00
   58                 315.00    392.00    179.00    177.00    114.00    104.00    146.00    102.00     96.00    121.00    229.00    617.00
   61                1056.00   1430.00    590.00    581.00    377.00    362.00    468.00    341.00    299.00    420.00    821.00   1790.00
   62                1086.00   1469.00    614.00    611.00    414.00    401.00    507.00    374.00    331.00    443.00    857.00   1840.00
   63                1161.00   1555.00    668.00    680.00    502.00    492.00    598.00    452.00    405.00    502.00    943.00   1963.00
   65                  44.00     55.00     34.00     73.00    221.00     96.00    149.00     37.00     22.00     77.00     45.00    247.00
   66               13546.00  13230.00   7218.00   8165.00   5542.00   4834.00   4581.00   3748.00   3375.00   3752.00   9207.00  12859.00
   70                  10.00     10.00     10.00     10.00     10.00     10.00     12.00     10.00     10.00     10.00     10.00    200.00
   71                  99.00    125.00     73.00     86.00     89.00     64.00    120.00     55.00     56.00     76.00     91.00    302.00
   72                 104.00    130.00     76.00     91.00    104.00     71.00    133.00     61.00     61.00     83.00     98.00    316.00
   73                 122.00    152.00     89.00    109.00    168.00     98.00    185.00     81.00     78.00    112.00    125.00    373.00
   74                 453.00    590.00    339.00    299.00    997.00    736.00   1260.00    424.00    479.00    642.00    785.00   1655.00
   75                 665.00    841.00    485.00    495.00   1469.00    976.00   1696.00    612.00    633.00    890.00   1041.00   2117.00
   76                 553.00    699.00    406.00    396.00   1311.00    888.00   1522.00    541.00    565.00    788.00    926.00   1943.00
   77                 728.00    914.00    533.00    589.00   1717.00   1104.00   1869.00    673.00    665.00    984.00   1102.00   2589.00
   78                 754.00    939.00    547.00    625.00   1803.00   1159.00   1928.00    703.00    672.00   1016.00   1121.00   2694.00
   80                  28.00     35.00     22.00     47.00    142.00     62.00     96.00     24.00     14.00     49.00     29.00    158.00
   81                 929.00   1154.00    681.00    910.00   2662.00   1535.00   2509.00    851.00    755.00   1314.00   1295.00   3655.00
   83                  30.00     38.00     24.00     50.00    152.00     66.00    103.00     25.00     15.00     53.00     31.00    169.00
   85                  56.00     91.00     41.00     46.00    724.00    359.00    358.00    101.00    124.00    262.00     70.00     74.00
   88                 102.00    217.00     80.00    110.00    661.00    394.00    723.00    121.00    172.00    321.00    148.00    310.00
   89                 110.00    238.00     93.00    136.00    873.00    526.00    902.00    156.00    202.00    416.00    159.00    346.00
   92                 355.00    598.00    271.00    405.00   4154.00   2191.00   2654.00    699.00    757.00   1634.00    572.00   1044.00
   93                  16.00      6.00      4.00     20.00    293.00    138.00    112.00     61.00     44.00     92.00     50.00     66.00
   94                 460.00    679.00    343.00    551.00   5437.00   2905.00   3428.00   1000.00    965.00   2105.00    784.00   1383.00
   97                 167.00    116.00     66.00    104.00   2530.00   1146.00    342.00    187.00    199.00    401.00    117.00    177.00
   98                 110.00     82.00     41.00     67.00   1706.00    777.00    198.00    106.00    119.00    209.00     78.00    115.00
   99                  71.00     73.00     65.00     65.00     51.00     45.00     45.00     43.00     42.00     48.00     55.00     63.00
  100                   5.00      6.00      6.00      5.00      4.00      4.00      4.00      3.00      4.00      5.00      5.00      5.00
  101                  64.00    136.00     64.00     50.00    350.00    206.00    369.00     71.00     77.00    135.00     79.00    166.00
  102                  87.00     57.00     37.00     77.00   1260.00    596.00    283.00    214.00    237.00    323.00    135.00    269.00
  103                  91.00     59.00     38.00     81.00   1306.00    618.00    297.00    223.00    244.00    337.00    141.00    279.00
  104                  51.00     75.00     33.00     65.00     30.00     28.00     30.00     30.00     27.00     39.00     43.00     63.00
  109                  23.00     37.00     13.00     37.00     12.00     12.00     12.00     13.00     10.00     20.00     20.00     35.00
  110                  19.00     14.00     11.00     16.00    166.00    115.00     54.00     35.00     37.00     48.00     10.00     32.00
  111                  57.00     50.00     26.00     67.00   1477.00    730.00    353.00    192.00    191.00    223.00    104.00    117.00
  112                  58.00     51.00     26.00     67.00   1500.00    737.00    355.00    193.00    193.00    225.00    105.00    118.00
  113                  68.00     65.00     33.00     78.00   2016.00    899.00    393.00    223.00    249.00    271.00    122.00    146.00
  114                  80.00     80.00     41.00     91.00   2590.00   1081.00    432.00    255.00    311.00    321.00    141.00    177.00
  115                  22.00     28.00     19.00     15.00     16.00     15.00     23.00     16.00     14.00     17.00     21.00     29.00
  116                   5.00      9.00      3.00      9.00      3.00      3.00      2.00      3.00      2.00      4.00      4.00      8.00
  117                  28.00     38.00     20.00     28.00     18.00     16.00     18.00     17.00     17.00     19.00     23.00     28.00
  118                  23.00     37.00     13.00     37.00     12.00     12.00     12.00     13.00     10.00     20.00     20.00     35.00
  119                  28.00     46.00     16.00     46.00     15.00     15.00     14.00     16.00     12.00     24.00     24.00     43.00
  120                  21.00     29.00     16.00     23.00     11.00      5.00     12.00     12.00      8.00     12.00     17.00     27.00
  121                  97.00     86.00     62.00     83.00     44.00     33.00     32.00     34.00     27.00     52.00     53.00     90.00
  122                 111.00    100.00     71.00     94.00     50.00     38.00     37.00     39.00     31.00     59.00     61.00    102.00
  123                 303.00    310.00    169.00    223.00    146.00    118.00    111.00    103.00     71.00    136.00    178.00    263.00
  125                 409.00    386.00    222.00    302.00    181.00    161.00    143.00    131.00     91.00    164.00    276.00    319.00
  126                 340.00    340.00    169.00    293.00     99.00     71.00     47.00     44.00     18.00     69.00    245.00    294.00
  127                 578.00    441.00    259.00    383.00    189.00    161.00    137.00    134.00    108.00    159.00    335.00    384.00
  129                 752.00    608.00    398.00    572.00    313.00    270.00    235.00    224.00    169.00    271.00    510.00    555.00
  130                 845.00    667.00    438.00    641.00    349.00    298.00    257.00    247.00    188.00    295.00    565.00    613.00
  131                 144.00    144.00    134.00    144.00    117.00    103.00     92.00     85.00     59.00    106.00    144.00    144.00
  132                  15.00      6.00      7.00     28.00     10.00      9.00      9.00      8.00      3.00      9.00     15.00     12.00
  134                 377.00    130.00     79.00     78.00     48.00     39.00     31.00     25.00     18.00     69.00    120.00    224.00
  135                 261.00    114.00    100.00     98.00     53.00     47.00     41.00     34.00     35.00     65.00    115.00    165.00
  141                1166.00    491.00    338.00    343.00    234.00    206.00    178.00    139.00    111.00    257.00    483.00    693.00
  144                1656.00    665.00    470.00    474.00    346.00    312.00    268.00    205.00    166.00    326.00    696.00    924.00
  145                 144.00    188.00    166.00    147.00     73.00     60.00     53.00     42.00     47.00     63.00     90.00    103.00
  148                1347.00    559.00    384.00    389.00    274.00    244.00    210.00    163.00    131.00    276.00    563.00    766.00
  149                 271.00    161.00    107.00    107.00     65.00     55.00     48.00     40.00     36.00     88.00    125.00    193.00
  154                 113.00    117.00    106.00    129.00    107.00     94.00     86.00     83.00     80.00     90.00    112.00    106.00
  155                 234.00    148.00     74.00     94.00     44.00     36.00     32.00     27.00     21.00     42.00     93.00    131.00
  156                1474.00    765.00    324.00    377.00    183.00    142.00     98.00     51.00     39.00    142.00    577.00    855.00
  158                  71.00     62.00     36.00     41.00     30.00     25.00     21.00     18.00     13.00     14.00     35.00     35.00
  160                  11.00      8.00      5.00     13.00      6.00      5.00      5.00      5.00      3.00      4.00      5.00      8.00
  161                 180.00    258.00     86.00    182.00     59.00     45.00     61.00     63.00     38.00     85.00    117.00    178.00
  164                 129.00    183.00     53.00    117.00     29.00     17.00     31.00     33.00     11.00     46.00     74.00    115.00
  168                3252.00   2665.00    652.00    718.00    640.00    410.00    391.00    357.00    341.00    378.00    979.00   1201.00
  169                4602.00   4058.00   1080.00   1137.00    931.00    586.00    534.00    449.00    397.00    446.00   1338.00   1854.00
  171                 213.00     45.00      0.00     24.00      0.00      0.00      0.00      0.00      0.00      0.00     11.00      0.00
  172                4585.00   4343.00   1183.00   1130.00    990.00    592.00    538.00    454.00    400.00    423.00   1251.00   1848.00
  173                4585.00   4343.00   1183.00   1130.00    990.00    592.00    538.00    454.00    400.00    423.00   1251.00   1848.00
  175                4585.00   4343.00   1183.00   1130.00    990.00    592.00    538.00    454.00    400.00    423.00   1251.00   1848.00
  176                4585.00   4343.00   1183.00   1130.00    990.00    592.00    538.00    454.00    400.00    423.00   1251.00   1848.00
  178                4467.00   4451.00   1246.00   1117.00   1025.00    595.00    540.00    457.00    401.00    414.00   1207.00   1849.00
  183                 106.00     49.00     41.00     49.00     27.00     23.00     23.00     17.00     11.00     44.00     58.00     90.00
  187                 122.00    123.00    122.00    101.00     87.00     77.00     68.00     62.00     61.00     68.00     86.00    112.00
  188                1021.00    152.00     74.00    101.00     65.00     48.00     29.00     27.00     15.00     24.00    271.00    282.00
  190                 755.00    492.00    491.00    429.00    320.00    243.00    210.00    201.00    175.00    203.00    293.00    371.00
  191                1994.00   1338.00    814.00    703.00    389.00    240.00    169.00    109.00     97.00    162.00    738.00    971.00
  196                  75.00     20.00     26.00     37.00     21.00     17.00     13.00     12.00      9.00     16.00     30.00     53.00
  197                  46.00     37.00     37.00     34.00     20.00     17.00     14.00     14.00     11.00     21.00     41.00     40.00
  198                  95.00     70.00     73.00     68.00     35.00     31.00     28.00     28.00     28.00     46.00     78.00     82.00
  199                 885.00    698.00    459.00    671.00    365.00    312.00    269.00    259.00    197.00    309.00    592.00    642.00
  201                  10.00      4.00      5.00     19.00      7.00      6.00      6.00      5.00      2.00      6.00     10.00      8.00
  202                   5.00      2.00      2.00      9.00      3.00      3.00      3.00      3.00      1.00      3.00      5.00      4.00
  203                  14.00      7.00      7.00     29.00     11.00      8.00      8.00      8.00      4.00      9.00     15.00     11.00
  204                 551.00   1430.00   1321.00   1683.00   2054.00   1462.00    932.00    527.00    291.00    124.00     50.00    184.00
  205                 239.00    161.00    109.00    100.00     72.00     52.00     38.00     31.00     22.00     57.00    199.00    205.00
  206                 527.00    351.00    259.00    273.00    155.00    116.00     87.00     80.00     47.00    110.00    296.00    361.00
  207                 533.00    354.00    260.00    274.00    156.00    117.00     88.00     80.00     47.00    109.00    299.00    360.00
  209                 925.00    601.00    366.00    329.00    254.00    170.00    130.00    100.00     69.00    180.00    539.00    598.00
  211                 359.00    336.00    247.00    224.00    133.00    114.00     93.00     77.00     70.00    135.00    287.00    279.00
  213                  26.00      5.00      8.00      8.00      6.00      4.00      3.00      4.00      2.00      5.00     11.00     12.00
  215                 106.00    171.00     77.00     86.00   1360.00    675.00    672.00    189.00    233.00    492.00    132.00    139.00
  216                 126.00    260.00    100.00    147.00   1107.00    648.00   1112.00    184.00    227.00    460.00    183.00    366.00
  217                 297.00    489.00    219.00    280.00   2930.00   1606.00   1980.00    538.00    589.00   1229.00    425.00    662.00
  220                  27.00     10.00      7.00     34.00    505.00    235.00    193.00    104.00     75.00    157.00     85.00    113.00
  221                   9.00     10.00      3.00      6.00    121.00     54.00     29.00     12.00     18.00     22.00      8.00     19.00
  222                 877.00   1093.00    643.00    828.00   2418.00   1426.00   2344.00    806.00    732.00   1230.00   1246.00   3381.00
  224                   8.00      9.00      2.00      5.00     12.00     12.00     12.00     11.00     12.00     12.00      7.00     12.00
  225                 187.00    190.00    320.00    455.00     92.00     38.00     17.00      6.00      3.00     14.00     46.00    116.00
  226                 129.00    139.00    145.00    149.00    123.00    121.00    117.00    112.00    108.00    107.00    111.00    117.00
  227                1402.00   1604.00   1502.00   1274.00    622.00    460.00    377.00    321.00    270.00    375.00    708.00    850.00
  228                1522.00   1754.00   1647.00   1394.00    688.00    505.00    413.00    352.00    296.00    403.00    770.00    919.00
  229                3218.00   4192.00   4772.00   4412.00   1881.00    964.00    648.00    490.00    393.00    483.00   1131.00   1594.00
  230                3214.00   4213.00   4791.00   4445.00   1910.00    972.00    651.00    493.00    394.00    481.00   1128.00   1597.00
  237                 556.00    785.00    241.00    382.00    186.00    165.00    218.00    175.00    114.00    251.00    533.00    618.00
  238                 632.00    878.00    293.00    406.00    203.00    188.00    239.00    195.00    131.00    271.00    608.00    680.00
  239                 780.00   1044.00    392.00    460.00    236.00    231.00    281.00    234.00    164.00    310.00    755.00    807.00
