NUM   TIPO   MODIF  MI ANOI MF ANOF
 140 GTMIN 00264.00  3 2026  4 2026
 140 GTMIN 00264.00  5 2026  5 2026
 140 GTMIN 00264.00  6 2026  6 2026
 140 GTMIN 00264.00  7 2026  7 2026
 140 GTMIN 00264.00  8 2026
  46 POTEF   270.47  6 2025          N.VENECIA 2
  46 FCMAX    96.87  6 2025  7 2025  
  46 TEIFT     0.00  6 2025  7 2025  
  46 GTMIN   148.15  6 2025  6 2025
  46 GTMIN   152.00  7 2025  7 2025
  46 FCMAX    98.14  8 2025          
  46 GTMIN 00081.09  8 2025 11 2025
  46 GTMIN    79.85  6 2026  6 2026
  46 GTMIN 00081.09  7 2026 11 2026
  46 GTMIN    79.85  6 2027  6 2027
  46 GTMIN 00081.09  7 2027 11 2027
  46 GTMIN    79.85  6 2028  6 2028
  46 GTMIN 00081.09  7 2028 11 2028
  46 GTMIN    79.85  6 2029  6 2029
  46 GTMIN 00081.09  7 2029 11 2029
 240 POTEF   629.37 12 2025          NT BARCARENA
 240 FCMAX    97.21 12 2025          
 240 GTMIN   580.83 12 2025 12 2025
 240 GTMIN 00580.83  7 2026 12 2026
 240 GTMIN 00580.83  7 2027 12 2027
 240 GTMIN 00580.83  7 2028 12 2028
 240 GTMIN   580.83  7 2029
 328 POTEF    11.55  1 2026          PALMAPLAN 2
 328 IPTER     0.00  1 2026  1 2026  
 328 IPTER     3.57  2 2026  2 2026  
 328 IPTER     0.00  3 2026  6 2026  
 328 IPTER     6.45  7 2026  7 2026  
 328 IPTER     0.00  8 2026 11 2026  
 328 GTMIN 00000.00  9 2026 11 2026
 328 IPTER     3.23 12 2026 12 2026  
 328 GTMIN 00000.00  4 2027  4 2027
 328 GTMIN 00000.00  8 2027 12 2027
 328 GTMIN 00000.00  2 2028  5 2028
 328 GTMIN 00000.00  7 2028  7 2028
 328 GTMIN 00000.00  8 2028
 116 POTEF    56.28  6 2025          PARNAIBA IV
 116 TEIFT     0.00  6 2025  7 2025  
 116 FCMAX    99.99  8 2025  8 2025  
 116 FCMAX    83.32  9 2025  9 2025  
 116 FCMAX     0.00 10 2025  6 2026  
 116 FCMAX    99.99  7 2026          
 116 TEIFT     5.50  7 2026          
 116 IPTER     4.30  7 2026          
 239 POTEF   365.32  6 2025          PARNAIBA V
 239 FCMAX    37.00  6 2025  6 2025  
 239 TEIFT     0.00  6 2025  7 2025  
 239 FCMAX    98.25  7 2025  7 2025  
 239 FCMAX   100.00  8 2025          
 329 POTEF    11.50  1 2026          PAU RAINHA
 329 GTMIN 00004.08  1 2026  8 2026
 329 GTMIN 00004.08  9 2026 12 2026
 329 GTMIN 00004.08  1 2027  2 2027
 329 GTMIN 00004.08  3 2027  4 2027
 329 GTMIN 00004.08  5 2027  7 2027
 329 GTMIN 00004.08  8 2027
 207 POTEF    73.40  6 2025          PONTA NEGRA
 207 FCMAX    87.19  6 2025  7 2025  
 207 TEIFT     0.00  6 2025  7 2025  
 207 GTMIN 00035.00  6 2025  7 2025
 207 FCMAX    87.21  8 2025          
 207 GTMIN 00033.12  8 2025
 176 POTEF   360.14  6 2025          PORTO ITAQUI
 176 TEIFT     0.00  6 2025  7 2025  
 176 FCMAX    67.72 12 2027 12 2027  
 176 FCMAX     0.00  1 2028          
 259 POTEF  1571.89  9 2026          PORTOCEM I
 330 POTEF    11.50  1 2026          SANTA LUZ
 330 GTMIN 00004.08  1 2026  8 2026
 330 GTMIN 00004.08  9 2026 12 2026
 330 GTMIN 00004.08  1 2027  2 2027
 330 GTMIN 00004.08  3 2027  4 2027
 330 GTMIN 00004.08  5 2027  7 2027
 330 GTMIN 00004.08  8 2027 12 2027
 330 GTMIN 00004.08  1 2028  1 2028
 330 GTMIN 00004.08  2 2028
 209 POTEF    93.04  6 2025          TAMBAQUI
 209 FCMAX    67.71  6 2025  7 2025  
 209 TEIFT     0.00  6 2025  7 2025  
 209 GTMIN 00033.00  6 2025  7 2025
 209 FCMAX    83.47  8 2025          
 209 GTMIN 00030.63  8 2025
