&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& NomePEE : Nome do parque eólico equivalente
&*******;*********;**************************************************
&       ;CodPEE   ;NomePEE
&-      ;         ;
&SSSSSSS;IIIIIIIII;SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
 PEE-CAD;        1;Eolica SECO
 PEE-CAD;        2;Eolica S
 PEE-CAD;        3;Eolica NE
 PEE-CAD;        4;Eolica N
 PEE-CAD;        11;Fotovoltaica SECO
 PEE-CAD;        12;Fotovoltaica S
 PEE-CAD;        13;Fotovoltaica NE
 PEE-CAD;        14;Fotovoltaica N
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& EstadoOperEolica : Estado de operação da usina eólica no estudo
&**************;*********;*******;*******;****************
&              ;CodPEE   ;PerIni ;PerFin ;EstadoOperEolica
&-             ;         ;       ;       ;
&SSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;IIIIIIIIIIIIIIII
 PEE-CONFIG-PER;        1;      1;      2;centralizado
 PEE-CONFIG-PER;        2;      1;      2;centralizado
 PEE-CONFIG-PER;        3;      1;      2;centralizado
 PEE-CONFIG-PER;        4;      1;      2;centralizado
 PEE-CONFIG-PER;       11;      1;      2;centralizado
 PEE-CONFIG-PER;       12;      1;      2;centralizado
 PEE-CONFIG-PER;       13;      1;      2;centralizado
 PEE-CONFIG-PER;       14;      1;      2;centralizado
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& CodSubm : Código do Submercado
&********;*********;********
&        ;CodPEE   ;CodSubm
&-       ;         ;
&SSSSSSSS;IIIIIIIII;IIIIIIII
 PEE-SUBM;        1;       1
 PEE-SUBM;        2;       2
 PEE-SUBM;        3;       3
 PEE-SUBM;        4;       4
 PEE-SUBM;       11;       1
 PEE-SUBM;       12;       2
 PEE-SUBM;       13;       3
 PEE-SUBM;       14;       4
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& PotInstPEE : Capacidade (potência instalada) do parque eólico equivalente
&****************;*********;*******;*******;***************
&                ;CodPEE   ;PerIni ;PerFin ;PotInstPEE
&-               ;         ;       ;       ;MW
&SSSSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;FFFFFFFFFFFFFFF
 PEE-POT-INST-PER;        1;      1;      2;          99999
 PEE-POT-INST-PER;        2;      1;      2;          99999
 PEE-POT-INST-PER;        3;      1;      2;          99999
 PEE-POT-INST-PER;        4;      1;      2;          99999
 PEE-POT-INST-PER;       11;      1;      2;          99999
 PEE-POT-INST-PER;       12;      1;      2;          99999
 PEE-POT-INST-PER;       13;      1;      2;          99999
 PEE-POT-INST-PER;       14;      1;      2;          99999
 &
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& Pat : Índice do patamar de carga no período
& GerEolica : Valor de geração eólica
&*******************;*********;*******;*******;******;***;***********
PEE-GER-PER-PAT-CEN;1;2;2;3;33;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;34;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;34;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;34;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;35;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;35;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;35;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;36;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;36;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;36;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;37;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;37;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;37;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;38;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;38;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;38;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;39;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;39;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;39;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;40;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;40;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;40;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;41;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;41;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;41;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;42;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;42;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;42;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;43;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;43;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;43;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;44;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;44;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;44;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;45;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;45;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;45;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;46;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;46;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;46;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;47;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;47;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;47;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;48;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;48;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;48;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;49;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;49;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;49;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;50;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;50;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;50;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;51;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;51;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;51;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;52;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;52;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;52;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;53;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;53;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;53;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;54;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;54;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;54;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;55;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;55;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;55;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;56;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;56;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;56;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;57;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;57;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;57;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;58;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;58;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;58;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;59;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;59;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;59;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;60;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;60;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;60;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;61;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;61;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;61;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;62;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;62;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;62;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;63;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;63;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;63;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;64;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;64;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;64;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;65;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;65;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;65;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;66;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;66;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;66;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;67;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;67;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;67;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;68;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;68;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;68;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;69;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;69;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;69;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;70;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;70;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;70;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;71;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;71;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;71;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;72;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;72;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;72;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;73;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;73;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;73;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;74;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;74;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;74;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;75;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;75;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;75;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;76;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;76;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;76;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;77;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;77;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;77;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;78;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;78;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;78;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;79;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;79;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;79;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;80;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;80;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;80;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;81;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;81;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;81;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;82;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;82;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;82;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;83;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;83;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;83;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;84;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;84;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;84;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;85;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;85;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;85;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;86;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;86;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;86;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;87;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;87;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;87;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;88;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;88;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;88;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;89;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;89;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;89;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;90;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;90;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;90;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;91;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;91;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;91;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;92;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;92;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;92;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;93;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;93;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;93;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;94;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;94;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;94;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;95;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;95;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;95;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;96;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;96;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;96;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;97;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;97;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;97;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;98;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;98;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;98;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;99;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;99;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;99;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;100;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;100;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;100;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;101;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;101;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;101;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;102;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;102;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;102;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;103;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;103;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;103;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;104;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;104;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;104;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;105;10.7656
PEE-GER-PER-PAT-CEN;1;2;2;2;105;7.8377
PEE-GER-PER-PAT-CEN;1;2;2;3;105;5.7929
PEE-GER-PER-PAT-CEN;1;2;2;1;106;10.7656
