NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
  25 GTMIN   132.00 12 2030
  24 POTEF   330.00  1 2026          J.LACERDA C
  24 TEIFT     0.00  1 2026  2 2026  
  24 GTMIN   251.28  1 2026  1 2026
  24 GTMIN   300.00  2 2026  2 2026
  24 GTMIN    71.44  3 2026  3 2026
  24 GTMIN    51.03  5 2026  5 2026
  24 GTMIN   240.00  6 2026  6 2026
  24 GTMIN   260.00  7 2026  7 2026
  24 GTMIN 00280.00  8 2026 11 2026
  24 GTMIN   242.00 12 2026 12 2026
  24 GTMIN 00240.00  1 2027  2 2027
  24 GTMIN   200.00  3 2027  3 2027
  24 GTMIN 00180.00  4 2027  5 2027
  24 GTMIN   240.00  6 2027  6 2027
  24 GTMIN   260.00  7 2027  7 2027
  24 GTMIN 00280.00  8 2027 11 2027
  24 GTMIN   242.00 12 2027 12 2027
  24 GTMIN 00240.00  1 2028  2 2028
  24 GTMIN   200.00  3 2028  3 2028
  24 GTMIN 00180.00  4 2028  5 2028
  24 GTMIN   240.00  6 2028  6 2028
  24 GTMIN   260.00  7 2028  7 2028
  24 GTMIN 00280.00  8 2028 11 2028
  24 GTMIN   242.00 12 2028 12 2028
  24 GTMIN 00240.00  1 2029  2 2029
  24 GTMIN   200.00  3 2029  3 2029
  24 GTMIN 00180.00  4 2029  5 2029
  24 GTMIN   240.00  6 2029  6 2029
  24 GTMIN   260.00  7 2029  7 2029
  24 GTMIN 00280.00  8 2029 11 2029
  24 GTMIN   242.00 12 2029 12 2029
  24 GTMIN 00240.00  1 2030  2 2030
  24 GTMIN   200.00  3 2030  3 2030
  24 GTMIN 00180.00  4 2030  5 2030
  24 GTMIN   240.00  6 2030  6 2030
  24 GTMIN   260.00  7 2030  7 2030
  24 GTMIN 00280.00  8 2030 11 2030
  24 GTMIN   242.00 12 2030
 107 POTEF   345.00  1 2026          PAMPA SUL
 107 TEIFT     0.00  1 2026  2 2026  
 107 GTMIN 00267.50  6 2026 12 2026
 107 GTMIN 00242.68  6 2027 12 2027
 107 GTMIN 00242.68  6 2028 12 2028
 107 GTMIN 00242.68  6 2029 12 2029
 107 GTMIN   242.68  6 2030
 149 POTEF     8.00  1 2026          SAO SEPE
 149 FCMAX   100.00  1 2026  2 2026  
 149 TEIFT     0.00  1 2026  2 2026  
 258 POTEF    28.02  7 2026          TROMBUDO
  35 POTEF   639.90  1 2026          URUGUAIANA
  35 FCMAX     0.00  1 2026          
 235 POTEF   144.45  1 2026          CAMACARI MII
 235 TEIFT     0.00  1 2026  2 2026  
  52 POTEF   169.08  1 2026          CAMPINA GDE
  52 FCMAX    48.36  1 2026  1 2026  
  52 TEIFT     0.00  1 2026  2 2026  
  52 FCMAX    99.95  2 2026  2 2026  
  52 FCMAX    22.58  7 2026  7 2026  
  52 FCMAX     0.00  8 2026          
 106 POTEF    16.79  1 2026          ERB CANDEIAS
 106 FCMAX    71.47  1 2026  2 2026  
 106 TEIFT     0.00  1 2026  2 2026  
 106 FCMAX    76.83  3 2026          
 106 GTMIN 00003.50  3 2026  7 2026
 106 GTMIN     2.65  8 2026  8 2026
 106 GTMIN     3.50  9 2026  9 2026
 106 GTMIN     1.80 10 2026 10 2026
 106 GTMIN 00003.50 11 2026  7 2027
 106 IPTER     0.00  1 2027  7 2027  
 106 IPTER    61.29  8 2027  8 2027  
 106 GTMIN     2.65  8 2027  8 2027
 106 IPTER     0.00  9 2027 12 2027  
 106 GTMIN     3.50  9 2027  9 2027
 106 GTMIN     1.80 10 2027 10 2027
 106 GTMIN 00003.50 11 2027  9 2028
 106 GTMIN     1.80 10 2028 10 2028
 106 GTMIN 00003.50 11 2028  9 2029
 106 GTMIN     1.80 10 2029 10 2029
 106 GTMIN 00003.50 11 2029  9 2030
 106 GTMIN     1.80 10 2030 10 2030
 106 GTMIN     3.50 11 2030
  53 POTEF   136.40  1 2026          GLOBAL I
  53 TEIFT     0.00  1 2026  2 2026  
  55 POTEF   136.40  1 2026          GLOBAL II
  55 TEIFT     0.00  1 2026  2 2026  
  57 POTEF   147.00  1 2026          MARACANAU I
  57 FCMAX     0.00  1 2026          
 167 POTEF   720.28  1 2026          P. PECEM I
 167 FCMAX    99.96  1 2026  6 2027  
 167 TEIFT     0.00  1 2026  2 2026  
 167 IPTER     0.00  1 2027  3 2027  
 167 IPTER     5.00  4 2027  4 2027  
 167 IPTER    14.52  5 2027  5 2027  
 167 IPTER     0.00  6 2027  7 2027  
 167 FCMAX    74.16  7 2027  7 2027  
 167 FCMAX     0.00  8 2027          
 163 POTEF   365.00  1 2026          P. PECEM II
 163 FCMAX    68.81  1 2026  1 2026  
 163 TEIFT     0.00  1 2026  2 2026  
 163 IPTER     0.00  1 2027  3 2027  
 163 IPTER   100.00  4 2027  4 2027  
 163 IPTER    48.39  5 2027  5 2027  
 163 IPTER     0.00  6 2027 12 2027  
 163 FCMAX     6.67  9 2028  9 2028  
 163 FCMAX     0.00 10 2028          
 224 POTEF  1593.20  1 2026          P. SERGIPE I
 224 FCMAX    99.99  1 2026  4 2026  
 224 TEIFT     0.00  1 2026  4 2026  
 162 POTEF   144.45  1 2026          PECEM II
 162 TEIFT     0.00  1 2026  2 2026  
  98 POTEF   200.79  1 2026          PERNAMBU_III
  98 TEIFT     0.00  1 2026  2 2026  
  98 FCMAX    93.55 12 2028 12 2028  
  98 FCMAX     0.00  1 2029          
 144 POTEF   136.20  1 2026          PETROLINA
 144 FCMAX     0.00  1 2026          
 151 POTEF    48.14  1 2026          POTIGUAR
 151 TEIFT     0.00  1 2026  2 2026  
 161 POTEF    51.46  1 2026          POTIGUAR III
 161 TEIFT     0.00  1 2026  2 2026  
 223 POTEF    55.99  1 2026          PROSPERI III
 223 FCMAX    99.38  1 2026  1 2026  
 223 TEIFT     0.00  1 2026  2 2026  
 223 IPTER     3.23  1 2027  1 2027  
 223 IPTER     3.57  2 2027  2 2027  
 223 IPTER     0.54  3 2027  3 2027  
 223 IPTER     1.11  4 2027  4 2027  
 223 IPTER     0.00  5 2027  7 2027  
 223 IPTER    15.59  8 2027  8 2027  
 223 IPTER     7.22  9 2027  9 2027  
 223 IPTER     0.00 10 2027 10 2027  
 223 IPTER     0.56 11 2027 11 2027  
 223 IPTER     9.14 12 2027 12 2027  
 241 POTEF    37.44  1 2026          PROSPERID II
 241 FCMAX    99.63  1 2026  2 2026  
 241 TEIFT     0.00  1 2026  2 2026  
 241 IPTER     0.00  1 2027  1 2027  
 241 IPTER     5.36  2 2027  2 2027  
 241 IPTER     4.84  3 2027  3 2027  
 241 IPTER    10.00  4 2027  4 2027  
 241 IPTER     0.00  5 2027  7 2027  
 241 IPTER     1.61  8 2027  8 2027  
 241 IPTER     8.33  9 2027  9 2027  
 241 IPTER     0.00 10 2027 12 2027  
 147 POTEF    28.02  1 2026          PROSPERIDADE
 147 FCMAX    78.51  1 2026  1 2026  
 147 TEIFT     0.00  1 2026  2 2026  
 147 FCMAX    99.92  2 2026  2 2026  
 147 IPTER     1.08  1 2027  1 2027  
 147 IPTER     0.00  2 2027  3 2027  
 147 IPTER    24.44  4 2027  4 2027  
 147 IPTER    25.81  5 2027  5 2027  
 147 IPTER     0.00  6 2027  6 2027  
 147 IPTER     2.15  7 2027  7 2027  
 147 IPTER     0.00  8 2027  8 2027  
 147 IPTER     1.11  9 2027  9 2027  
 147 IPTER     3.23 10 2027 10 2027  
 147 IPTER     0.00 11 2027 12 2027  
 170 POTEF   381.26  1 2026          SUAPE II
 170 TEIFT     0.00  1 2026  2 2026  
 170 FCMAX     0.00  1 2027          
  43 POTEF   185.90  1 2026          TERMOBAHIA
  43 FCMAX    85.48  1 2026  2 2026  
  43 TEIFT     0.00  1 2026  2 2026  
  43 GTMIN     6.13  1 2026  1 2026
  43 FCMAX    85.50  3 2026  6 2026  
  43 FCMAX    44.13  7 2026  7 2026  
  43 FCMAX     0.00  8 2026          
 152 POTEF    49.73  1 2026          TERMOCABO
 152 FCMAX    50.04  1 2026  1 2026  
 152 TEIFT     0.00  1 2026  2 2026  
 152 FCMAX    48.21  2 2026  2 2026  
 152 FCMAX    48.27  3 2026  8 2026  
 152 FCMAX    12.87  9 2026  9 2026  
 152 FCMAX     0.00 10 2026          
  58 POTEF   223.00  1 2026          TERMOCEARA
  58 FCMAX    89.69  1 2026  2 2026  
  58 TEIFT     0.00  1 2026  2 2026  
  58 FCMAX    98.65  3 2026  6 2026  
  58 FCMAX    54.10  7 2026  7 2026  
  58 FCMAX     0.00  8 2026          
  67 POTEF   170.85  1 2026          TERMONE
  67 FCMAX    38.63  1 2026  2 2026  
  67 TEIFT     0.00  1 2026  2 2026  
  67 FCMAX    73.54  8 2026  8 2026  
  67 FCMAX     0.00  9 2026          
  69 POTEF   170.85  1 2026          TERMOPB
  69 FCMAX    38.63  1 2026  2 2026  
  69 TEIFT     0.00  1 2026  2 2026  
  69 FCMAX    73.54  8 2026  8 2026  
  69 FCMAX     0.00  9 2026          
  96 POTEF   550.00  1 2026          TERMOPE
  96 TEIFT     0.00  1 2026  2 2026  
  96 IPTER     0.00  1 2027  3 2027  
  96 IPTER    33.33  4 2027  4 2027  
  96 IPTER     0.00  5 2027 12 2027  
  83 POTEF   110.00  1 2026          VALE DO ACU
  83 FCMAX   100.00  1 2026          
  83 TEIFT     0.00  1 2026  2 2026  
  83 GTMIN     4.42  1 2026  1 2026
  83 IPTER     0.00  1 2027  2 2027  
  83 IPTER    16.13  3 2027  3 2027  
  83 IPTER     0.00  4 2027  6 2027  
  83 IPTER    12.90  7 2027  7 2027  
  83 IPTER     0.00  8 2027 12 2027  
 201 POTEF   166.00  1 2026          APARECIDA
 201 FCMAX    79.81  1 2026  1 2026  
 201 TEIFT     0.00  1 2026  2 2026  
 201 GTMIN    75.42  1 2026  1 2026
 201 FCMAX    94.24  2 2026  2 2026  
 201 GTMIN    89.58  2 2026  2 2026
 201 FCMAX    87.35  3 2026 11 2030  
 201 GTMIN 00090.00  3 2026  3 2026
 201 GTMIN 00090.00  4 2026  4 2026
 201 GTMIN 00090.00  5 2026  5 2026
 201 GTMIN 00075.00  6 2026  6 2026
 201 GTMIN 00075.00  7 2026  7 2026
 201 GTMIN 00060.00  8 2026  8 2026
 201 GTMIN 00060.00  9 2026  9 2026
 201 GTMIN 00060.00 10 2026 10 2026
 201 GTMIN 00060.00 11 2026 11 2026
 201 GTMIN 00075.00 12 2026 12 2026
 201 GTMIN 00075.00  1 2027 11 2030
 201 FCMAX     0.00 12 2030          
 260 POTEF   361.50  9 2026          AZULAO
 262 POTEF   295.43  8 2027          AZULAO II
 262 GTMIN 00277.76  8 2027 12 2027
 262 GTMIN 00097.21  1 2028  2 2028
 262 GTMIN    89.60  3 2028  3 2028
 262 GTMIN    97.21  5 2028  5 2028
 262 GTMIN 00277.76  6 2028 12 2028
 262 GTMIN 00097.21  1 2029  2 2029
 262 GTMIN    89.60  3 2029  3 2029
 262 GTMIN    97.21  5 2029  5 2029
 262 GTMIN 00277.76  6 2029 12 2029
 262 GTMIN 00097.21  1 2030  2 2030
 262 GTMIN    89.60  3 2030  3 2030
 262 GTMIN    97.21  5 2030  5 2030
 262 GTMIN   277.76  6 2030
 263 POTEF   295.43  8 2027          AZULAO IV
 263 GTMIN 00277.76  8 2027 12 2027
 263 GTMIN 00097.21  1 2028  2 2028
 263 GTMIN    89.60  3 2028  3 2028
 263 GTMIN    97.21  5 2028  5 2028
 263 GTMIN 00277.76  6 2028 12 2028
 263 GTMIN 00097.21  1 2029  2 2029
 263 GTMIN    89.60  3 2029  3 2029
 263 GTMIN    97.21  5 2029  5 2029
 263 GTMIN 00277.76  6 2029 12 2029
 263 GTMIN 00097.21  1 2030  2 2030
 263 GTMIN    89.60  3 2030  3 2030
 263 GTMIN    97.21  5 2030  5 2030
 263 GTMIN   277.76  6 2030
 322 POTEF     9.80  1 2026          BBF BALIZA
