 NUM  NOME         POSTO JUS   REE V.INIC U.EXIS MODIF INIC.HIST FIM HIST
 XXXX XXXXXXXXXXXX XXXX  XXXX XXXX XXX.XX XXXX   XXXX     XXXX     XXXX
    4 FUNIL-GRANDE  211     6   10   0.00   EX      1     1931     2024
   20 BATALHA        22    21   10  39.70   EX      1     1931     2024
   21 SERRA FACAO   251    24   10  50.20   EX      0     1931     2024
   27 CAPIM BRANC1  207    28   10  50.00   EX      1     1931     2024
   28 CAPIM BRANC2   28    31   10   0.00   EX      1     1931     2024
   29 CORUMBA IV    205   203   10  40.89   EX      1     1931     2024
   66 ITAIPU         66     0    5   0.00   EX      0     1931     2024
  131 NILO PECANHA  131   133    1   0.00   EX      0     1931     2024
  132 FONTES        303   133    1   0.00   EX      0     1931     2024
  141 BAGUARI       141   143    1   0.00   EX      0     1931     2024
  153 SAO DOMINGOS  154    46   10   0.00   EX      0     1931     2024
  155 RETIRO BAIXO  155   156    1  46.70   EX      1     1931     2024
  156 TRES MARIAS   156     0    1  53.94   EX      1     1931     2024
  162 QUEIMADO      158     0    1  26.71   EX      1     1931     2024
  195 JAURU         295     0    1   0.00   EX      0     1931     2024
  196 GUAPORE       296   285    6   0.00   EX      0     1931     2024
  203 CORUMBA III    23    30   10  33.64   EX      0     1931     2024
  227 SINOP         227   228    7  13.10   EX      1     1931     2024
  228 COLIDER       228   229    7   0.00   EX      0     1931     2024
  229 TELES PIRES   229   230    7   0.00   EX      1     1931     2024
  230 SAO MANOEL    230     0    7   0.00   EX      0     1931     2024
  241 SLT VERDINHO  241    34   10   0.00   EX      0     1931     2024
  249 OURINHOS      249    50   12   0.00   EX      0     1931     2024
  251 SERRA MESA    270   252    1  56.29   EX      1     1931     2024
  252 CANA BRAVA    191   253    1   0.00   EX      1     1931     2024
  253 SAO SALVADOR  253   257    1   0.00   EX      1     1931     2024
  257 PEIXE ANGIC   257   261    1  33.00   EX      1     1931     2024
  260 ESTRELA       260   262   10   0.00   NE      0     1931     2024
  261 LAJEADO       273     0    1   0.00   EX      1     1931     2024
  262 SALTO         294   241   10   0.00   EX      0     1931     2024
  276 RONDON II     145     0    6  20.80   EX      0     1931     2024
  281 PONTE PEDRA   281     0    1   0.00   EX      0     1931     2024
  285 JIRAU         285   287    6   0.00   EX      1     1931     2024
  287 STO ANTONIO   287     0    6   0.00   EX      1     1931     2024
  290 ESPORA         99    34   10  18.00   EX      0     1931     2024
  304 ITIQUIRA I    259   305    1   0.00   EX      0     1931     2024
  305 ITIQUIRA II   252     0    1   0.00   EX      0     1931     2024
  309 JURUENA       226     0    7   0.00   EX      0     1931     2024
  310 DARDANELOS    291     0    6   0.00   EX      0     1931     2024
  311 CACU          247   312   10   0.00   EX      1     1931     2024
  312 B. COQUEIROS  248   315   10   0.00   EX      0     1931     2024
  315 FOZ R. CLARO  261    34   10   0.00   EX      0     1931     2024
  319 FICT.MAUA      57    61   12  84.30   EX      1     1931     2024
  117 GUARAPIRANGA  117   118    1  51.42   EX      1     1931     2024
  118 BILLINGS      319   119    1  66.75   EX      1     1931     2024
  119 HENRY BORDEN  318     0    1   0.00   EX      1     1931     2024
  120 JAGUARI       120   123    1  39.28   EX      1     1931     2024
  121 PARAIBUNA     121   122    1  37.47   EX      1     1931     2024
  122 SANTA BRANCA  122   123    1  35.30   EX      1     1931     2024
  123 FUNIL         123   131    1  39.93   EX      1     1931     2024
  124 LAJES         132   132    1  86.48   EX      1     1931     2024
  126 PICADA        197   127    1   0.00   EX      0     1931     2024
  127 SOBRAGI       198   129    1   0.00   EX      0     1931     2024
  129 SIMPLICIO     126   130    1   0.00   EX      0     1931     2024
  130 ILHA POMBOS   299     0    1   0.00   EX      0     1931     2024
  133 P. PASSOS     306     0    1   0.00   EX      1     1931     2024
  185 BARRA BRAUNA  135     0    1   0.00   EX      0     1931     2024
  134 SALTO GRANDE  134   135    1   0.00   EX      0     1931     2024
  135 P. ESTRELA    263   141    1   0.00   EX      1     1931     2024
  139 CANDONGA      149   141    1   0.00   EX      0     1931     2024
  143 AIMORES       148   144    1   0.00   EX      0     1931     2024
  144 MASCARENHAS   144     0    1   0.00   EX      0     1931     2024
  145 SUICA         213     0    1   0.00   EX      0     1931     2024
  192 GUILMAN-AMOR  262   193    1   0.00   EX      0     1931     2024
  193 SA CARVALHO   183   141    1   0.00   EX      0     1931     2024
  217 ROSAL         196     0    1   0.00   EX      0     1931     2024
  225 SLT APIACAS   225     0    7   0.00   EX      0     1931     2024
  279 SAMUEL        279     0    6  14.08   EX      0     1931     2024
  148 IRAPE         255     0    1  58.18   EX      1     1931     2024
  283 STA CLARA MG  283     0    1   0.00   EX      0     1931     2024
    1 CAMARGOS        1     2   10  49.04   EX      1     1931     2024
    2 ITUTINGA        2     4   10   0.00   EX      1     1931     2024
    6 FURNAS          6     7   10  32.76   EX      1     1931     2024
    7 M. DE MORAES    7     8   10  67.77   EX      1     1931     2024
    8 ESTREITO        8     9   10   0.00   EX      1     1931     2024
    9 JAGUARA         9    10   10   0.00   EX      1     1931     2024
   10 IGARAPAVA      10    11   10   0.00   EX      1     1931     2024
   11 VOLTA GRANDE   11    12   10   0.00   EX      1     1931     2024
   12 P. COLOMBIA    12    17   10   0.00   EX      1     1931     2024
   14 CACONDE        14    15   10  37.33   EX      1     1931     2024
   15 E. DA CUNHA    15    16   10   0.00   EX      0     1931     2024
   16 A.S.OLIVEIRA   16    17   10   0.00   EX      1     1931     2024
   17 MARIMBONDO     17    18   10  34.12   EX      1     1931     2024
   18 A. VERMELHA    18    34   10  31.50   EX      1     1931     2024
   34 I. SOLTEIRA    34    45   10  66.62   EX      1     1931     2024
   24 EMBORCACAO     24    31   10  42.80   EX      1     1931     2024
   25 NOVA PONTE     25    26   10  31.47   EX      1     1931     2024
   26 MIRANDA       206    27   10  78.27   EX      1     1931     2024
   30 CORUMBA I     209    31   10  59.64   EX      1     1931     2024
   31 ITUMBIARA      31    32   10  38.53   EX      1     1931     2024
   32 CACH.DOURADA   32    33   10   0.00   EX      1     1931     2024
   33 SAO SIMAO      33    34   10  37.66   EX      1     1931     2024
   37 BARRA BONITA   37    38   10  66.81   EX      1     1931     2024
   38 A.S. LIMA      38    39   10   0.00   EX      0     1931     2024
   39 IBITINGA       39    40   10   0.00   EX      0     1931     2024
   40 PROMISSAO      40    42   10  55.35   EX      1     1931     2024
   42 NAVANHANDAVA   42    43   10   0.00   EX      0     1931     2024
   43 TRES IRMAOS    43    45   10  73.59   EX      1     1931     2024
   45 JUPIA          45    46   10   0.00   EX      1     1931     2024
   46 P. PRIMAVERA   46    66   10   0.00   EX      1     1931     2024
  278 MANSO         278     0    1  58.44   EX      1     1931     2024
   47 A.A. LAYDNER   47    48   12  58.15   EX      1     1931     2024
   48 PIRAJU         48    53   12   0.00   EX      1     1931     2024
   53 PARANAPANEMA   53    49   12   0.00   EX      0     1931     2024
   49 CHAVANTES      49   249   12  55.02   EX      1     1931     2024
   50 L.N. GARCEZ    50    51   12   0.00   EX      1     1931     2024
   51 CANOAS II      51    52   12   0.00   EX      1     1931     2024
   52 CANOAS I       52    61   12   0.00   EX      1     1931     2024
   61 CAPIVARA       61    62   12  95.52   EX      1     1931     2024
   62 TAQUARUCU      62    63   12   0.00   EX      1     1931     2024
   63 ROSANA         63    66   12   0.00   EX      1     1931     2024
   57 MAUA           57     0   11  84.30   EX      1     1931     2024
   71 STA CLARA PR   71    72   11  70.20   EX      0     1931     2024
   72 FUNDAO         72    73   11   0.00   EX      0     1931     2024
   74 G.B. MUNHOZ    74    76   11  74.10   EX      0     1931     2024
   83 BAIXO IGUACU   81     0   11   0.00   EX      1     1931     2024
   86 BARRA GRANDE  215    91    2  76.43   EX      0     1931     2024
   88 SAO ROQUE      88    89    2  73.15   EX      1     1931     2024
   89 GARIBALDI      89    90    2  80.79   EX      1     1931     2024
   90 CAMPOS NOVOS  216    91    2  79.00   EX      0     1931     2024
   91 MACHADINHO    217    92    2  60.63   EX      1     1931     2024
   92 ITA            92   103    2   0.00   EX      1     1931     2024
