 NUM  NOME         POSTO JUS   REE V.INIC U.EXIS MODIF INIC.HIST FIM HIST
 XXXX XXXXXXXXXXXX XXXX  XXXX XXXX XXX.XX XXXX   XXXX     XXXX     XXXX
   93 PASSO FUNDO    93    94    2  86.39   EX      0     1931     2024
   94 MONJOLINHO    220   103    2   0.00   EX      0     1931     2024
   95 QUEBRA QUEIX  286     0    2  68.07   EX      1     1931     2024
  101 SAO JOSE      102   102    2   0.00   EX      0     1931     2024
  102 PASSO S JOAO  103     0    2   0.00   EX      0     1931     2024
  103 FOZ CHAPECO    94     0    2   0.00   EX      1     1931     2024
   97 CASTRO ALVES   98    98    2   0.00   EX      0     1931     2024
   98 MONTE CLARO    97    99    2   0.00   EX      0     1931     2024
   99 14 DE JULHO   284     0    2   0.00   EX      0     1931     2024
  110 ERNESTINA     110   111    2 100.00   EX      0     1931     2024
  111 PASSO REAL    111   112    2  74.30   EX      1     1931     2024
  112 JACUI         112   113    2   0.00   EX      0     1931     2024
  113 ITAUBA        113   114    2   0.00   EX      0     1931     2024
  114 D. FRANCISCA  114     0    2   0.00   EX      1     1931     2024
  115 G.P. SOUZA    115     0    2  71.20   EX      1     1931     2024
  215 SALTO PILAO   101     0    2   0.00   EX      0     1931     2024
   73 JORDAO         70    77   11 100.00   EX      1     1931     2024
   76 SEGREDO        75    77   11  69.50   EX      0     1931     2024
   77 SLT.SANTIAGO   77    78   11  90.62   EX      1     1931     2024
   78 SALTO OSORIO   78    82   11   0.00   EX      1     1931     2024
   82 SALTO CAXIAS  222    83   11   0.00   EX      1     1931     2024
  169 SOBRADINHO    169   172    3  42.37   EX      1     1931     2024
  172 ITAPARICA     172   176    3  37.66   EX      1     1931     2024
  176 COMP PAF-MOX  176   178    3   0.00   EX      1     1931     2024
  178 XINGO         178     0    3   0.00   EX      1     1931     2024
  294 FICT.QUEIMAD  158   169    3  26.71   EX      1     1931     2024
  295 FICT.TRES MA  156   169    3  53.94   EX      1     1931     2024
  308 FICT.RETIRO   155   295    3  46.70   EX      1     1931     2024
  154 ITAPEBI       188     0    3   0.00   EX      1     1931     2024
  298 FICT.IRAPE    255   154    3  58.18   EX      1     1931     2024
  189 P. CAVALO     254     0    3  73.38   EX      0     1931     2024
  190 B. ESPERANCA  190     0    3  37.08   EX      1     1931     2024
  204 CACH.CALDEIR  204   280    9   0.00   EX      0     1931     2024
  267 ESTREITO TOC  271   275    4   0.00   EX      1     1931     2024
  275 TUCURUI       275     0    4  29.91   EX      1     1931     2024
  277 BALBINA       269     0    9  46.30   EX      0     1931     2024
  280 COARACY NUNE  280   284    9   0.00   EX      0     1931     2024
  284 FERREIRA GOM  297     0    9   0.00   EX      0     1931     2024
  286 STO ANT JARI  290     0    9   0.00   EX      0     1931     2024
  291 FICT.SERRA M  270   292    4 100.00   EX      1     1931     2024
  292 FICT.CANA BR  191   306    4   0.00   EX      1     1931     2024
  302 FICT.LAJEADO  273   267    4   0.00   EX      1     1931     2024
  303 FICT.PEIXE A  257   302    4  33.00   EX      1     1931     2024
  306 FICT.SAO SAL  253   303    4   0.00   EX      1     1931     2024
  314 PIMENTAL      302     0    8   0.00   EX      1     1931     2024
  272 CURUA-UNA     277     0    8  10.66   EX      0     1931     2024
  288 BELO MONTE    292     0    8   0.00   EX      1     1931     2024
