VOLUME-REFERENCIAL-TIPO-PADRAO;1;;;
CADH-VOL-REF-PER;1;2026/01;2026/01;403.39
CADH-VOL-REF-PER;2;2026/01;2026/01;11.00
CADH-VOL-REF-PER;4;2026/01;2026/01;304.00
CADH-VOL-REF-PER;6;2026/01;2026/01;13010.83
CADH-VOL-REF-PER;7;2026/01;2026/01;3050.20
CADH-VOL-REF-PER;8;2026/01;2026/01;1423.00
CADH-VOL-REF-PER;9;2026/01;2026/01;450.00
CADH-VOL-REF-PER;10;2026/01;2026/01;480.00
CADH-VOL-REF-PER;11;2026/01;2026/01;2244.00
CADH-VOL-REF-PER;12;2026/01;2026/01;1524.00
CADH-VOL-REF-PER;14;2026/01;2026/01;337.74
CADH-VOL-REF-PER;15;2026/01;2026/01;14.00
CADH-VOL-REF-PER;16;2026/01;2026/01;25.00
CADH-VOL-REF-PER;17;2026/01;2026/01;3230.41
CADH-VOL-REF-PER;18;2026/01;2026/01;8024.39
CADH-VOL-REF-PER;20;2026/01;2026/01;1196.68
CADH-VOL-REF-PER;21;2026/01;2026/01;3032.28
CADH-VOL-REF-PER;24;2026/01;2026/01;9465.09
CADH-VOL-REF-PER;25;2026/01;2026/01;6067.90
CADH-VOL-REF-PER;26;2026/01;2026/01;1068.97
CADH-VOL-REF-PER;27;2026/01;2026/01;232.16
CADH-VOL-REF-PER;28;2026/01;2026/01;874.27
CADH-VOL-REF-PER;29;2026/01;2026/01;3160.28
CADH-VOL-REF-PER;30;2026/01;2026/01;1092.02
CADH-VOL-REF-PER;31;2026/01;2026/01;8324.01
CADH-VOL-REF-PER;32;2026/01;2026/01;460.00
CADH-VOL-REF-PER;33;2026/01;2026/01;9532.97
CADH-VOL-REF-PER;34;2026/01;2026/01;17914.64
CADH-VOL-REF-PER;37;2026/01;2026/01;2330.11
CADH-VOL-REF-PER;38;2026/01;2026/01;544.00
CADH-VOL-REF-PER;39;2026/01;2026/01;985.00
CADH-VOL-REF-PER;40;2026/01;2026/01;6416.22
CADH-VOL-REF-PER;42;2026/01;2026/01;2720.00
CADH-VOL-REF-PER;43;2026/01;2026/01;11981.90
CADH-VOL-REF-PER;45;2026/01;2026/01;3354.00
CADH-VOL-REF-PER;46;2026/01;2026/01;14894.25
CADH-VOL-REF-PER;47;2026/01;2026/01;5575.41
CADH-VOL-REF-PER;48;2026/01;2026/01;84.00
CADH-VOL-REF-PER;49;2026/01;2026/01;7300.11
CADH-VOL-REF-PER;50;2026/01;2026/01;45.00
CADH-VOL-REF-PER;51;2026/01;2026/01;151.00
CADH-VOL-REF-PER;52;2026/01;2026/01;212.00
CADH-VOL-REF-PER;57;2026/01;2026/01;1957.18
CADH-VOL-REF-PER;61;2026/01;2026/01;8524.29
CADH-VOL-REF-PER;62;2026/01;2026/01;677.00
CADH-VOL-REF-PER;63;2026/01;2026/01;1918.00
CADH-VOL-REF-PER;66;2026/01;2026/01;27312.67
CADH-VOL-REF-PER;71;2026/01;2026/01;366.40
CADH-VOL-REF-PER;72;2026/01;2026/01;33.96
CADH-VOL-REF-PER;74;2026/01;2026/01;4422.99
CADH-VOL-REF-PER;76;2026/01;2026/01;2852.36
CADH-VOL-REF-PER;77;2026/01;2026/01;5438.36
CADH-VOL-REF-PER;78;2026/01;2026/01;1124.00
CADH-VOL-REF-PER;82;2026/01;2026/01;3573.00
CADH-VOL-REF-PER;83;2026/01;2026/01;195.31
CADH-VOL-REF-PER;86;2026/01;2026/01;3963.10
CADH-VOL-REF-PER;89;2026/01;2026/01;280.50
CADH-VOL-REF-PER;90;2026/01;2026/01;1433.85
CADH-VOL-REF-PER;91;2026/01;2026/01;2946.39
CADH-VOL-REF-PER;92;2026/01;2026/01;5100.00
CADH-VOL-REF-PER;93;2026/01;2026/01;1340.19
CADH-VOL-REF-PER;94;2026/01;2026/01;147.41
CADH-VOL-REF-PER;95;2026/01;2026/01;130.04
CADH-VOL-REF-PER;97;2026/01;2026/01;90.85
CADH-VOL-REF-PER;98;2026/01;2026/01;11.09
CADH-VOL-REF-PER;99;2026/01;2026/01;47.66
CADH-VOL-REF-PER;101;2026/01;2026/01;186.33
CADH-VOL-REF-PER;102;2026/01;2026/01;95.67
CADH-VOL-REF-PER;103;2026/01;2026/01;1465.98
CADH-VOL-REF-PER;111;2026/01;2026/01;3004.11
CADH-VOL-REF-PER;112;2026/01;2026/01;29.00
CADH-VOL-REF-PER;113;2026/01;2026/01;620.00
CADH-VOL-REF-PER;114;2026/01;2026/01;330.00
CADH-VOL-REF-PER;115;2026/01;2026/01;125.17
CADH-VOL-REF-PER;119;2026/01;2026/01;1.00
CADH-VOL-REF-PER;120;2026/01;2026/01;872.32
CADH-VOL-REF-PER;121;2026/01;2026/01;3287.95
CADH-VOL-REF-PER;122;2026/01;2026/01;244.48
CADH-VOL-REF-PER;123;2026/01;2026/01;612.47
CADH-VOL-REF-PER;126;2026/01;2026/01;6.86
CADH-VOL-REF-PER;127;2026/01;2026/01;1.00
CADH-VOL-REF-PER;129;2026/01;2026/01;126.50
