RES   USINAS PERTENCENTES AO CONJUNTO
XXX   XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX
 24   112
999
RES MM/AAAA MM/AAAA P       RESTRICAO
XXX XX XXXX XX XXXX X XXXXXXXXXXXXXXX
 24  1 2027  1 2027 0     60.00       JACUI
 24  2 2027  3 2027 0     90.00       JACUI
 24  4 2027  5 2027 0    120.00       JACUI
 24  6 2027  6 2027 0    150.00       JACUI
 24  7 2027  7 2027 0    180.00       JACUI
999
