&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& NomePEE : Nome do parque eólico equivalente
&*******;*********;**************************************************
&       ;CodPEE   ;NomePEE
&-      ;         ;
&SSSSSSS;IIIIIIIII;SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
 PEE-CAD;        1;Eolica SECO
 PEE-CAD;        2;Eolica S
 PEE-CAD;        3;Eolica NE
 PEE-CAD;        4;Eolica N
 PEE-CAD;        11;Fotovoltaica SECO
 PEE-CAD;        12;Fotovoltaica S
 PEE-CAD;        13;Fotovoltaica NE
 PEE-CAD;        14;Fotovoltaica N
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& EstadoOperEolica : Estado de operação da usina eólica no estudo
&**************;*********;*******;*******;****************
&              ;CodPEE   ;PerIni ;PerFin ;EstadoOperEolica
&-             ;         ;       ;       ;
&SSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;IIIIIIIIIIIIIIII
 PEE-CONFIG-PER;        1;      1;      5;centralizado
 PEE-CONFIG-PER;        2;      1;      5;centralizado
 PEE-CONFIG-PER;        3;      1;      5;centralizado
 PEE-CONFIG-PER;        4;      1;      5;centralizado
 PEE-CONFIG-PER;       11;      1;      5;centralizado
 PEE-CONFIG-PER;       12;      1;      5;centralizado
 PEE-CONFIG-PER;       13;      1;      5;centralizado
 PEE-CONFIG-PER;       14;      1;      5;centralizado
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& CodSubm : Código do Submercado
&********;*********;********
&        ;CodPEE   ;CodSubm
&-       ;         ;
&SSSSSSSS;IIIIIIIII;IIIIIIII
 PEE-SUBM;        1;       1
 PEE-SUBM;        2;       2
 PEE-SUBM;        3;       3
 PEE-SUBM;        4;       4
 PEE-SUBM;       11;       1
 PEE-SUBM;       12;       2
 PEE-SUBM;       13;       3
 PEE-SUBM;       14;       4
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& PotInstPEE : Capacidade (potência instalada) do parque eólico equivalente
&****************;*********;*******;*******;***************
&                ;CodPEE   ;PerIni ;PerFin ;PotInstPEE
&-               ;         ;       ;       ;MW
&SSSSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;FFFFFFFFFFFFFFF
 PEE-POT-INST-PER;        1;      1;      5;          99999
 PEE-POT-INST-PER;        2;      1;      5;          99999
 PEE-POT-INST-PER;        3;      1;      5;          99999
 PEE-POT-INST-PER;        4;      1;      5;          99999
 PEE-POT-INST-PER;       11;      1;      5;          99999
 PEE-POT-INST-PER;       12;      1;      5;          99999
 PEE-POT-INST-PER;       13;      1;      5;          99999
 PEE-POT-INST-PER;       14;      1;      5;          99999
 &
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& Pat : Índice do patamar de carga no período
& GerEolica : Valor de geração eólica
&*******************;*********;*******;*******;******;***;***********
PEE-GER-PER-PAT-CEN;1;5;5;2;103;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;103;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;104;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;104;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;104;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;105;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;105;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;105;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;106;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;106;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;106;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;107;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;107;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;107;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;108;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;108;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;108;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;109;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;109;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;109;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;110;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;110;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;110;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;111;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;111;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;111;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;112;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;112;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;112;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;113;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;113;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;113;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;114;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;114;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;114;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;115;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;115;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;115;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;116;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;116;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;116;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;117;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;117;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;117;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;118;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;118;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;118;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;119;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;119;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;119;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;120;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;120;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;120;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;121;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;121;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;121;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;122;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;122;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;122;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;123;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;123;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;123;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;124;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;124;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;124;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;125;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;125;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;125;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;126;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;126;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;126;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;127;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;127;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;127;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;128;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;128;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;128;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;129;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;129;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;129;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;130;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;130;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;130;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;131;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;131;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;131;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;132;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;132;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;132;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;133;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;133;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;133;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;134;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;134;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;134;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;135;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;135;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;135;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;136;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;136;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;136;6.6136
PEE-GER-PER-PAT-CEN;2;1;1;1;1;986.333
PEE-GER-PER-PAT-CEN;2;1;1;2;1;743.0972
PEE-GER-PER-PAT-CEN;2;1;1;3;1;674.8245
PEE-GER-PER-PAT-CEN;2;2;2;1;1;830.4805
PEE-GER-PER-PAT-CEN;2;2;2;2;1;694.9882
PEE-GER-PER-PAT-CEN;2;2;2;3;1;668.9795
PEE-GER-PER-PAT-CEN;2;3;3;1;1;757.2033
PEE-GER-PER-PAT-CEN;2;3;3;2;1;602.1398
PEE-GER-PER-PAT-CEN;2;3;3;3;1;577.9744
PEE-GER-PER-PAT-CEN;2;4;4;1;1;852.4191
PEE-GER-PER-PAT-CEN;2;4;4;2;1;645.4919
PEE-GER-PER-PAT-CEN;2;4;4;3;1;584.8929
PEE-GER-PER-PAT-CEN;2;5;5;1;1;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;1;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;1;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;2;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;2;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;2;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;3;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;3;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;3;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;4;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;4;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;4;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;5;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;5;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;5;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;6;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;6;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;6;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;7;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;7;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;7;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;8;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;8;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;8;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;9;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;9;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;9;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;10;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;10;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;10;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;11;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;11;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;11;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;12;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;12;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;12;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;13;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;13;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;13;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;14;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;14;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;14;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;15;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;15;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;15;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;16;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;16;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;16;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;17;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;17;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;17;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;18;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;18;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;18;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;19;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;19;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;19;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;20;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;20;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;20;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;21;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;21;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;21;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;22;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;22;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;22;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;23;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;23;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;23;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;24;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;24;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;24;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;25;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;25;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;25;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;26;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;26;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;26;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;27;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;27;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;27;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;28;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;28;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;28;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;29;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;29;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;29;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;30;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;30;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;30;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;31;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;31;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;31;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;32;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;32;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;32;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;33;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;33;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;33;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;34;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;34;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;34;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;35;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;35;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;35;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;36;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;36;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;36;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;37;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;37;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;37;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;38;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;38;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;38;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;39;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;39;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;39;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;40;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;40;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;40;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;41;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;41;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;41;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;42;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;42;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;42;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;43;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;43;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;43;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;44;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;44;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;44;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;45;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;45;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;45;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;46;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;46;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;46;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;47;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;47;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;47;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;48;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;48;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;48;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;49;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;49;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;49;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;50;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;50;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;50;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;51;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;51;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;51;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;52;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;52;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;52;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;53;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;53;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;53;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;54;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;54;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;54;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;55;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;55;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;55;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;56;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;56;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;56;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;57;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;57;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;57;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;58;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;58;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;58;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;59;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;59;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;59;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;60;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;60;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;60;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;61;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;61;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;61;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;62;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;62;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;62;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;63;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;63;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;63;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;64;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;64;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;64;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;65;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;65;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;65;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;66;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;66;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;66;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;67;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;67;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;67;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;68;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;68;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;68;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;69;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;69;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;69;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;70;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;70;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;70;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;71;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;71;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;71;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;72;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;72;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;72;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;73;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;73;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;73;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;74;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;74;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;74;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;75;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;75;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;75;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;76;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;76;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;76;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;77;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;77;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;77;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;78;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;78;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;78;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;79;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;79;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;79;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;80;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;80;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;80;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;81;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;81;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;81;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;82;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;82;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;82;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;83;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;83;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;83;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;84;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;84;721.7296925
PEE-GER-PER-PAT-CEN;2;5;5;3;84;664.57613
PEE-GER-PER-PAT-CEN;2;5;5;1;85;852.1124225
PEE-GER-PER-PAT-CEN;2;5;5;2;85;721.7296925
