codigo_usina;nome_usina;posto;submercado;empresa;codigo_usina_jusante;desvio;volume_minimo;volume_maximo;volume_vertedouro;volume_desvio;cota_minima;cota_maxima;a0_volume_cota;a1_volume_cota;a2_volume_cota;a3_volume_cota;a4_volume_cota;a0_cota_area;a1_cota_area;a2_cota_area;a3_cota_area;a4_cota_area;evaporacao_JAN;evaporacao_FEV;evaporacao_MAR;evaporacao_ABR;evaporacao_MAI;evaporacao_JUN;evaporacao_JUL;evaporacao_AGO;evaporacao_SET;evaporacao_OUT;evaporacao_NOV;evaporacao_DEZ;numero_conjuntos_maquinas;maquinas_conjunto_1;maquinas_conjunto_2;maquinas_conjunto_3;maquinas_conjunto_4;maquinas_conjunto_5;potencia_nominal_conjunto_1;potencia_nominal_conjunto_2;potencia_nominal_conjunto_3;potencia_nominal_conjunto_4;potencia_nominal_conjunto_5;queda_nominal_conjunto_1;queda_nominal_conjunto_2;queda_nominal_conjunto_3;queda_nominal_conjunto_4;queda_nominal_conjunto_5;vazao_nominal_conjunto_1;vazao_nominal_conjunto_2;vazao_nominal_conjunto_3;vazao_nominal_conjunto_4;vazao_nominal_conjunto_5;produtibilidade_especifica;perdas;numero_polinomios_jusante;a0_jusante_1;a1_jusante_1;a2_jusante_1;a3_jusante_1;a4_jusante_1;a0_jusante_2;a1_jusante_2;a2_jusante_2;a3_jusante_2;a4_jusante_2;a0_jusante_3;a1_jusante_3;a2_jusante_3;a3_jusante_3;a4_jusante_3;a0_jusante_4;a1_jusante_4;a2_jusante_4;a3_jusante_4;a4_jusante_4;a0_jusante_5;a1_jusante_5;a2_jusante_5;a3_jusante_5;a4_jusante_5;a0_jusante_6;a1_jusante_6;a2_jusante_6;a3_jusante_6;a4_jusante_6;referencia_jusante_1;referencia_jusante_2;referencia_jusante_3;referencia_jusante_4;referencia_jusante_5;referencia_jusante_6;canal_fuga_medio;influencia_vertimento_canal_fuga;fator_carga_maximo;fator_carga_minimo;vazao_minima_historica;numero_unidades_base;tipo_turbina;representacao_conjunto;teif;ip;tipo_perda;data;observacao;volume_referencia;tipo_regulacao
12;VOLTA GRANDE;11;1;287;12;0;2244.0;2244.0;2244.0;2244.0;494.8699951171875;494.8699951171875;494.3829345703125;0.0;0.0;0.0;0.0;201.60000610351562;0.0;0.0;0.0;0.0;9;7;24;52;65;64;54;52;50;27;5;30;1;4;0;0;0;0;95.0;0.0;0.0;0.0;0.0;26.600000381469727;0.0;0.0;0.0;0.0;397;0;0;0;0;0.00899591762572527;0.1679999977350235;1;466.010009765625;0.0008719998877495527;-7.379998123724363e-08;6.3400001394653405e-12;-1.8999999857164144e-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;466.6252746582031;1;100.0;0.0;126;3;2;2;1.5130000114440918;4.196000099182129;2;27-11-25;;2200.39990234375;D
13;P. COLOMBIA;12;1;339;17;0;1524.0;1524.0;1524.0;1524.0;467.20001220703125;467.20001220703125;466.4599304199219;0.0;0.0;0.0;0.0;143.89999389648438;0.0;0.0;0.0;0.0;9;8;27;55;67;68;57;55;52;29;6;32;1;4;0;0;0;0;80.0;0.0;0.0;0.0;0.0;18.899999618530273;0.0;0.0;0.0;0.0;467;0;0;0;0;0.00907143484801054;0.2280000001192093;1;446.0697937011719;0.00018988399824593216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;444.04949951171875;1;100.0;0.0;143;3;2;2;7.002999782562256;1.2330000400543213;2;27-11-25;;1420.8399658203125;D
14;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
15;CACONDE;14;1;56;15;0;51.0;555.0;363.9800109863281;51.0;825.0;855.0;816.346923828125;0.1976899951696396;-0.0005735699087381363;9.690375009085983e-07;-6.329368140711722e-10;152488.0;-391.6767883300781;0.1121470034122467;0.0003679849032778293;-2.4243399820989e-07;18;11;35;49;60;60;54;55;47;17;19;30;2;1;1;0;0;0;41.20000076293945;39.20000076293945;0.0;0.0;0.0;101.0;101.0;0.0;0.0;0.0;48;45;0;0;0;0.00855785608291626;0.8690000176429749;1;747.2109985351562;0.10032200068235397;-0.0003274609916843474;-1.7168099475384224e-07;1.7280500363980877e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;751.1866455078125;1;100.0;0.0;8;1;1;2;2.5320000648498535;3.0869998931884766;2;27-11-25;;555.0;M
16;E. DA CUNHA;15;1;56;16;0;14.0;14.0;14.0;14.0;665.0;665.0;664.4825439453125;0.0;0.0;0.0;0.0;1.0700000524520874;0.0;0.0;0.0;0.0;22;11;25;42;58;52;47;43;41;15;7;24;1;4;0;0;0;0;27.200000762939453;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;0.0;36;0;0;0;0;0.008602403104305267;0.7260000109672546;1;572.2990112304688;0.06461089849472046;-0.00023239800066221505;4.39039013144793e-07;-3.1241800813042175e-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576.5457763671875;1;100.0;0.0;12;2;1;2;0.47699999809265137;2.1070001125335693;2;27-11-25;;12.787917137145996;D
17;A.S.OLIVEIRA;16;1;56;17;0;25.0;25.0;25.0;25.0;573.0;573.0;572.4828491210938;0.0;0.0;0.0;0.0;2.700000047683716;0.0;0.0;0.0;0.0;22;11;24;45;60;54;46;42;42;21;4;24;1;2;0;0;0;0;16.0;0.0;0.0;0.0;0.0;21.700000762939453;0.0;0.0;0.0;0.0;86;0;0;0;0;0.008598692715168;0.1860000044107437;1;545.3560180664062;0.016598600894212723;-3.641739021986723e-05;5.124930169131403e-08;-2.6363489516456617e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;546.6061401367188;1;100.0;0.0;12;1;2;2;0.3569999933242798;3.742000102996826;2;27-11-25;;22.750415802001953;D
18;MARIMBONDO;17;1;339;18;0;890.0;6150.0;1175.0899658203125;890.0;426.0;446.29998779296875;417.893798828125;0.011171399615705013;-2.2937690573598957e-06;2.9099481158034735e-10;-1.4826000534684178e-14;586295.0;-3956.719970703125;8.863809585571289;-0.006586357951164246;0.0;12;11;30;58;71;72;59;58;54;27;5;33;1;8;0;0;0;0;180.0;0.0;0.0;0.0;0.0;59.20000076293945;0.0;0.0;0.0;0.0;335;0;0;0;0;0.009070108644664288;0.8190000057220459;1;381.0928039550781;0.0014052799670025706;-2.0073400719411438e-08;1.0579900264250444e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;383.6527099609375;1;100.0;0.0;245;4;1;2;0.6019999980926514;1.6820000410079956;2;27-11-25;;5887.0;M
19;A. VERMELHA;18;1;56;34;0;5856.0;11025.0;5856.0;5856.0;373.29998779296875;383.29998779296875;352.02978515625;0.0049958559684455395;-2.74163994617993e-07;7.098309787179069e-12;0.0;55387.0;-314.5307922363281;0.44797688722610474;0.0;0.0;12;16;30;53;73;74;65;61;58;23;3;27;1;6;0;0;0;0;232.6999969482422;0.0;0.0;0.0;0.0;53.5;0.0;0.0;0.0;0.0;493;0;0;0;0;0.008825183846056461;0.7509999871253967;1;323.122802734375;-0.00045770080760121346;3.987649961345596e-07;-4.2210599598968557e-11;1.3986599777801112e-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;327.1798095703125;1;100.0;0.0;364;3;1;2;0.17900000512599945;2.559999942779541;2;27-11-25;;11025.0;M
20;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
21;BATALHA;22;1;19;21;0;430.04998779296875;1781.6099853515625;613.9400024414062;430.04998779296875;785.0;800.0;775.0463256835938;0.026397259905934334;-1.0626919902279042e-05;1.9872921086516726e-09;0.0;-4577.07421875;5.894009113311768;-4.648999851752933e-09;-6.02572787673783e-13;0.0;0;15;23;42;66;52;91;108;94;44;3;15;1;2;0;0;0;0;26.25;0.0;0.0;0.0;0.0;37.70000076293945;0.0;0.0;0.0;0.0;77;0;0;0;0;0.009025000035762787;1.2000000476837158;1;754.0;0.01360000018030405;-1.1752100363082718e-05;5.976660055750926e-09;-1.14002904338939e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;755.2974853515625;1;100.0;0.0;8;2;2;2;3.325000047683716;3.1040000915527344;2;27-11-25;;1781.6099853515625;M
22;SERRA FACAO;251;1;138;24;0;1752.0;5199.0;2777.0;1752.0;732.5;756.0;682.6038208007812;0.04872969910502434;-1.5938789147185162e-05;2.6708000255837305e-09;-1.7070699508906634e-13;-817618.0;3330.02001953125;-4.526198863983154;0.00205337000079453;0.0;6;8;20;35;55;57;57;59;52;24;16;31;1;2;0;0;0;0;106.29000091552734;0.0;0.0;0.0;0.0;73.66000366210938;0.0;0.0;0.0;0.0;165;0;0;0;0;0.008761928416788578;0.6919999718666077;1;673.9306030273438;0.008659790270030499;-1.0520980140427127e-05;7.663135903612783e-09;-2.065173986681712e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;674.9359130859375;1;100.0;0.0;13;2;1;2;0.26899999380111694;0.9039999842643738;2;27-11-25;;5199.0;M
23;BOCAINA;20;1;51;24;0;2186.0;9010.0;2186.0;2186.0;725.0;750.0;704.9268188476562;0.012303699739277363;-1.7128400031651836e-06;1.4386600244442604e-10;-4.8500598340012885e-15;333614.0;-1000.22998046875;0.4766319990158081;0.0008787019178271294;-7.010360150161432e-07;14;15;27;38;49;54;51;52;59;39;22;29;1;2;0;0;0;0;75.0;0.0;0.0;0.0;0.0;57.0;0.0;0.0;0.0;0.0;152;0;0;0;0;0.00863299984484911;2.200000047683716;1;674.200927734375;0.010964199900627136;-2.5479790565441363e-05;4.753839988325126e-08;-4.336299028184776e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;675.5999755859375;1;100.0;0.0;17;2;1;2;2.5329999923706055;8.090999603271484;2;27-11-25;;9010.0;M
24;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
25;EMBORCACAO;24;1;18;31;0;4669.0;17725.0;10626.4501953125;4669.0;615.0;661.0;568.0897827148438;0.014506000094115734;-1.2027990123897325e-06;5.830298743791928e-11;-1.1244999767093646e-15;-18194.400390625;56.57759094238281;0.04518280178308487;-0.0002912190102506429;2.3906989099486964e-07;0;2;16;36;53;54;54;50;45;16;5;19;1;4;0;0;0;0;298.0;0.0;0.0;0.0;0.0;130.3000030517578;0.0;0.0;0.0;0.0;253;0;0;0;0;0.009039879776537418;0.9829999804496765;5;519.31982421875;0.003939996939152479;-3.599998876779864e-07;4.329998859464723e-11;-2.6000000306073074e-15;519.309814453125;0.0024900001008063555;3.4399988635414047e-07;-6.199998847655763e-11;3.2999999166795227e-15;519.52978515625;0.0027799999807029963;4.039999978999731e-08;2.7699999412267307e-12;-4.899998778989034e-16;519.789794921875;0.001610000035725534;8.480000133204157e-07;-1.199999960510567e-10;4.5299999645517786e-15;519.9298706054688;0.0016299999551847577;5.479998890223214e-07;-7.899998710758638e-11;3.829997960897195e-15;0.0;0.0;0.0;0.0;0.0;512.0;514.0;516.0;518.0;520.0;0.0;520.7173461914062;1;100.0;0.0;48;2;1;2;0.7649999856948853;1.9780000448226929;2;27-11-25;;17725.0;M
26;NOVA PONTE;25;1;18;26;0;2412.0;12792.0;5500.0498046875;2412.0;775.5;815.0;752.14990234375;0.012283500283956528;-1.256879954780743e-06;7.852508920880297e-11;-1.978630001270472e-15;-323493.0;930.0020141601562;-0.385235995054245;-0.0008798387716524303;6.75805893024517e-07;16;7;23;40;61;65;67;66;54;25;13;33;1;3;0;0;0;0;170.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;0.0;197;0;0;0;0;0.00897814892232418;1.6799999475479126;1;693.2958984375;0.012572100386023521;-1.2688199603871908e-05;8.51194670303812e-09;-2.1422900346040885e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;696.2526245117188;1;100.0;0.0;40;2;1;2;0.7919999957084656;2.9010000228881836;2;27-11-25;;12792.0;M
27;MIRANDA;206;1;24;27;0;974.0;1120.0;975.0;974.0;693.0;696.0;684.702880859375;-0.004019000101834536;-7.936030215205392e-07;2.7851299932990514e-08;-1.4200900004535111e-11;63431.30078125;-95.59979248046875;-0.06593626737594604;2.4619790565338917e-05;1.1419400181011952e-07;7;4;18;37;54;54;53;52;41;15;5;26;1;3;0;0;0;0;136.0;0.0;0.0;0.0;0.0;66.4000015258789;0.0;0.0;0.0;0.0;232;0;0;0;0;0.008834277279675007;0.7200000286102295;1;624.52490234375;0.001783299958333373;-5.984139761494589e-07;1.5994000568397837e-10;-1.986529938756334e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;624.1296997070312;1;100.0;0.0;42;2;1;2;0.0949999988079071;1.777999997138977;2;27-11-25;;1120.0;M
28;CAPIM BRANC1;207;1;18;28;0;228.27000427246094;241.1300048828125;228.27000427246094;228.27000427246094;623.2999877929688;624.0;594.02001953125;0.351639986038208;-0.0021575000137090683;7.35889989300631e-06;-9.597100003588821e-09;-3584586.0;23536.80078125;-57.935089111328125;0.06335774809122086;-2.5973149604396895e-05;2;0;18;38;51;51;48;46;45;18;6;25;1;3;0;0;0;0;81.02999877929688;0.0;0.0;0.0;0.0;54.099998474121094;0.0;0.0;0.0;0.0;167;0;0;0;0;0.008995247073471546;1.8370000123977661;1;564.6370239257812;0.00555157708004117;-1.8485300188331166e-06;3.2517791237474114e-10;-2.0945500176406014e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;565.1427001953125;1;100.0;0.0;42;3;1;2;1.1799999475479126;0.925000011920929;2;27-11-25;;241.1300048828125;M
29;CAPIM BRANC2;28;1;18;31;0;878.0;879.0;878.0;878.0;564.989990234375;565.0;527.3599243164062;0.11044000089168549;-0.0001892099971882999;1.932699973394847e-07;-7.454299677522869e-11;1069820.0;-7786.39794921875;21.249589920043945;-0.025774499401450157;1.172560041595716e-05;2;0;18;40;55;56;53;49;50;19;4;23;1;3;0;0;0;0;70.48999786376953;0.0;0.0;0.0;0.0;43.400001525878906;0.0;0.0;0.0;0.0;179;0;0;0;0;0.009077479131519794;0.5189999938011169;1;517.2000122070312;0.004539597779512405;-2.473698941685143e-06;1.062399945794823e-09;-1.8747999572070462e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;518.283935546875;1;100.0;0.0;42;2;2;2;2.437999963760376;2.5889999866485596;2;27-11-25;;867.5473022460938;D
30;CORUMBA IV;205;1;94;203;0;2936.60009765625;3708.0;2936.60009765625;0.0;837.0;842.5999755859375;789.33349609375;0.03966616839170456;-1.4960530279495288e-05;3.0718489973935448e-09;-2.366003985614096e-13;-243683.796875;931.4506225585938;-1.1879149675369263;0.0005055000074207783;0.0;19;8;19;32;56;64;73;84;86;53;13;44;1;2;0;0;0;0;64.5999984741211;0.0;0.0;0.0;0.0;63.349998474121094;0.0;0.0;0.0;0.0;117;0;0;0;0;0.008746185339987278;1.5920000076293945;1;769.3865966796875;0.014731500297784805;-1.0236460184387397e-05;3.778411805654969e-09;-5.258771933538964e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;772.3323974609375;1;100.0;0.0;18;2;1;2;0.6029999852180481;1.9800000190734863;2;27-11-25;;3708.0;M
31;CORUMBA I;209;1;339;31;0;470.0;1500.0;739.0399780273438;470.0;570.0;595.0;545.892822265625;0.0647086501121521;-3.237169948988594e-05;7.3933570376993885e-09;0.0;-38885.3984375;212.98599243164062;-0.38986799120903015;0.0002385340048931539;0.0;2;1;17;37;53;56;58;54;55;21;8;21;1;3;0;0;0;0;125.0;0.0;0.0;0.0;0.0;73.5;0.0;0.0;0.0;0.0;192;0;0;0;0;0.008845078758895397;0.6930000185966492;1;510.9909973144531;0.016241300851106644;-1.1829500181192998e-05;3.0805400452749154e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;516.6785888671875;1;100.0;0.0;47;2;1;2;6.482999801635742;0.8360000252723694;2;27-11-25;;1500.0;M
32;ITUMBIARA;31;1;339;32;0;4573.0;17027.0;6915.60009765625;4573.0;495.0;520.0;471.164794921875;0.007280540186911821;-5.609890081359481e-07;2.5977600279225577e-11;-4.845358801144027e-16;-874789.0;5330.796875;-10.852100372314453;0.0073820799589157104;0.0;6;1;19;42;58;62;60;56;58;22;5;23;1;6;0;0;0;0;347.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0;0.0;0.0;510;0;0;0;0;0.008958245627582073;0.7519999742507935;1;433.0;0.0015958399744704366;-8.177386234820005e-08;3.173500091185888e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;434.5061950683594;1;100.0;0.0;187;3;1;2;3.947999954223633;4.626999855041504;2;27-11-25;;17027.0;M
33;CACH.DOURADA;32;1;287;33;0;460.0;460.0;460.0;460.0;434.1199951171875;434.1199951171875;433.3583679199219;0.0;0.0;0.0;0.0;69.0;0.0;0.0;0.0;0.0;11;5;24;44;59;63;61;62;65;27;11;30;4;2;3;3;2;0;17.0;54.0;84.0;105.0;0.0;30.0;30.0;30.0;30.0;0.0;66;210;327;409;0;0.0085676871240139;0.593999981880188;1;398.5758972167969;0.0021237500477582216;-2.682220099359256e-07;2.2918290529250207e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;401.2272033691406;1;100.0;0.0;199;8;2;2;1.715000033378601;3.3980000019073486;2;27-11-25;;464.9696960449219;D
34;SAO SIMAO;33;1;285;34;0;7000.0;12540.0;7000.0;7000.0;390.5;401.0;358.3288879394531;0.008617259562015533;-8.842658871799358e-07;5.293249172311221e-11;-1.2419600472083681e-15;-184844.0;1541.239990234375;-4.299930095672607;0.004015199840068817;0.0;13;11;25;46;67;72;68;66;64;22;4;25;1;6;0;0;0;0;285.0;0.0;0.0;0.0;0.0;70.9000015258789;0.0;0.0;0.0;0.0;442;0;0;0;0;0.009103570133447647;0.8149999976158142;3;323.4599914550781;0.00040499979513697326;4.19999999223819e-08;-1.9999999920083944e-12;2.90999889564889e-17;325.5097961425781;0.0003749997995328158;1.7399999663325616e-08;-4.2999989419839624e-13;7.500000085108846e-19;327.639892578125;0.0002769998100120574;1.0099999725454722e-09;8.260000214192764e-13;-2.2999990196969674e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;324.70001220703125;326.29998779296875;328.0;0.0;0.0;0.0;327.05377197265625;1;100.0;0.0;362;5;1;2;1.5140000581741333;4.091000080108643;2;27-11-25;;12540.0;M
35;I. SOLTEIRA;34;1;281;44;0;8232.0;21060.0;15542.6796875;8232.0;314.0;328.0;293.9248046875;0.0036005899310112;-1.8461500417288335e-07;5.877639954604552e-12;-7.503618710775551e-17;943800.0;-8911.26953125;27.940689086914062;-0.02906630001962185;0.0;16;25;38;57;78;74;65;63;59;18;5;26;3;4;11;5;0;0;176.0;170.0;174.0;0.0;0.0;41.5;41.5;41.5;0.0;0.0;490;474;485;0;0;0.008649690076708794;0.5440000295639038;1;279.9538879394531;4.268528937245719e-05;4.249709917303335e-08;-3.1011499791733232e-12;6.556128979465871e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.0784912109375;1;100.0;0.0;1212;10;1;2;0.7850000262260437;4.185999870300293;2;27-11-25;;21060.0;M
36;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
37;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
38;BARRA BONITA;237;1;56;38;0;569.0;3135.0;1028.06005859375;569.0;439.5;451.5;432.7839050292969;0.014964500442147255;-6.7074201979266945e-06;1.7597699963900482e-09;-1.6982300440025744e-13;-544524.0;3206.669921875;-5.107698917388916;-0.0009732248727232218;5.482118922373047e-06;23;17;38;64;73;64;50;43;42;19;1;30;1;4;0;0;0;0;35.189998626708984;0.0;0.0;0.0;0.0;21.399999618530273;0.0;0.0;0.0;0.0;186;0;0;0;0;0.008845055475831032;0.4059999883174896;1;427.5408020019531;-0.000805215910077095;3.0806199902144726e-06;-1.3497000184159447e-09;1.901709990653408e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;427.65765380859375;1;100.0;0.0;91;2;2;2;0.17000000178813934;11.253000259399414;2;27-11-25;;3135.0;M
